0,2,8,0.00869627
1,2,8,0.00549137
2,2,8,0.00044252
3,2,8,0.000467619
4,2,8,0.00034509
5,2,8,0.000366609
6,2,8,0.000380064
7,2,8,0.000395129
8,2,8,0.000132854
9,2,8,0.000121737
10,2,8,0.000110619
11,2,8,0.000109653
12,2,8,0.00010139
13,2,8,0.000101348
14,2,8,9.91999e-05
15,2,8,0.000106344
16,2,8,9.85462e-05
17,2,8,9.84525e-05
18,2,8,9.80578e-05
19,2,8,9.93438e-05
20,2,8,9.75166e-05
21,2,8,9.73936e-05
22,2,8,0.000113355
23,2,8,9.90079e-05
24,2,8,9.62942e-05
25,2,8,9.54439e-05
26,2,8,8.02102e-05
27,2,8,9.1791e-05
28,2,8,9.54276e-05
29,2,8,9.55354e-05
30,2,8,9.49919e-05
31,2,8,9.39398e-05
32,2,8,9.59574e-05
33,2,8,9.34125e-05
34,2,8,9.49229e-05
35,2,8,9.48706e-05
36,2,8,9.31945e-05
37,2,8,9.44508e-05
38,2,8,9.47915e-05
39,2,8,9.30919e-05
40,2,8,9.40114e-05
41,2,8,9.24069e-05
42,2,8,9.51082e-05
43,2,8,9.11947e-05
44,2,8,9.33925e-05
45,2,8,0.000100503
46,2,8,9.99802e-05
47,2,8,0.000100412
48,2,8,0.000100042
49,2,8,0.000100404
50,2,8,9.94151e-05
51,2,8,9.9356e-05
52,2,8,9.24028e-05
53,2,8,9.24897e-05
54,2,8,9.44857e-05
55,2,8,9.50307e-05
56,2,8,9.53525e-05
57,2,8,9.53587e-05
58,2,8,9.64475e-05
59,2,8,9.53298e-05
60,2,8,9.49353e-05
61,2,8,9.30431e-05
62,2,8,9.44134e-05
63,2,8,9.45773e-05
64,2,8,9.57269e-05
65,2,8,9.53074e-05
66,2,8,9.60314e-05
67,2,8,9.57984e-05
68,2,8,9.73651e-05
69,2,8,9.53764e-05
70,2,8,9.48267e-05
71,2,8,9.6416e-05
72,2,8,9.79937e-05
73,2,8,9.71346e-05
74,2,8,9.79977e-05
75,2,8,9.61116e-05
76,2,8,9.77218e-05
77,2,8,9.72186e-05
78,2,8,9.86901e-05
79,2,8,9.66798e-05
80,2,8,9.84521e-05
81,2,8,9.69339e-05
82,2,8,9.78773e-05
83,2,8,9.62288e-05
84,2,8,9.64119e-05
85,2,8,9.38723e-05
86,2,8,9.59259e-05
87,2,8,0.000101855
88,2,8,0.000103101
89,2,8,0.000103473
90,2,8,0.000105648
91,2,8,0.000105344
92,2,8,0.000105442
93,2,8,0.000102673
94,2,8,9.65094e-05
95,2,8,9.42355e-05
96,2,8,0.000100011
97,2,8,9.93538e-05
98,2,8,0.000100049
99,2,8,0.000106015
0,4,8,0.00202549
1,4,8,0.00212845
2,4,8,0.00146809
3,4,8,0.00149185
4,4,8,0.000262874
5,4,8,0.000277257
6,4,8,0.000290353
7,4,8,0.000303991
8,4,8,0.000141439
9,4,8,0.000133007
10,4,8,0.000131203
11,4,8,0.000123394
12,4,8,0.000127591
13,4,8,0.000133602
14,4,8,0.000138808
15,4,8,0.000156669
16,4,8,0.000147518
17,4,8,0.00015312
18,4,8,0.000150295
19,4,8,0.000152828
20,4,8,0.000157275
21,4,8,0.000159084
22,4,8,0.00015583
23,4,8,0.000154966
24,4,8,0.000145298
25,4,8,0.00013973
26,4,8,0.000141526
27,4,8,0.000131197
28,4,8,0.000129691
29,4,8,0.000130865
30,4,8,0.000130953
31,4,8,0.000130824
32,4,8,0.000136282
33,4,8,0.000134199
34,4,8,0.00014646
35,4,8,0.000146595
36,4,8,0.000146046
37,4,8,0.000147081
38,4,8,0.000153484
39,4,8,0.0001534
40,4,8,0.000162329
41,4,8,0.000154405
42,4,8,0.000150191
43,4,8,0.000144495
44,4,8,0.000147166
45,4,8,0.000136154
46,4,8,0.000137426
47,4,8,0.000128534
48,4,8,0.000127333
49,4,8,0.00012833
50,4,8,0.00013565
51,4,8,0.000131021
52,4,8,0.000135337
53,4,8,0.000135623
54,4,8,0.00013661
55,4,8,0.000132162
56,4,8,0.000126491
57,4,8,0.00011774
58,4,8,0.000111384
59,4,8,0.000105922
60,4,8,9.872e-05
61,4,8,9.27462e-05
62,4,8,0.000100506
63,4,8,0.00010155
64,4,8,0.000104964
65,4,8,0.000106599
66,4,8,0.000106801
67,4,8,0.000106238
68,4,8,0.000106318
69,4,8,0.000100486
70,4,8,0.000101004
71,4,8,9.89944e-05
72,4,8,9.65986e-05
73,4,8,9.70481e-05
74,4,8,9.66008e-05
75,4,8,0.00010479
76,4,8,0.00010319
77,4,8,0.000103097
78,4,8,0.000111649
79,4,8,0.000111996
80,4,8,0.000111993
81,4,8,0.000115448
82,4,8,0.00010636
83,4,8,0.000106466
84,4,8,0.000105098
85,4,8,9.68e-05
86,4,8,9.66049e-05
87,4,8,0.000101861
88,4,8,0.000102806
89,4,8,0.000103969
90,4,8,0.000102989
91,4,8,0.000100171
92,4,8,0.000103792
93,4,8,0.000109276
94,4,8,0.000108914
95,4,8,0.000101241
96,4,8,9.89167e-05
97,4,8,0.000101676
98,4,8,0.00010003
99,4,8,0.00010054
0,8,8,0.00520785
1,8,8,0.00285313
2,8,8,0.000422096
3,8,8,0.000438784
4,8,8,0.000325232
5,8,8,0.000351358
6,8,8,0.000374647
7,8,8,0.000394345
8,8,8,0.000248268
9,8,8,0.000135406
10,8,8,0.000131866
11,8,8,0.00012989
12,8,8,0.00012364
13,8,8,0.000122674
14,8,8,0.000125395
15,8,8,0.000139338
16,8,8,0.000136986
17,8,8,0.000142037
18,8,8,0.000155804
19,8,8,0.000157972
20,8,8,0.00015403
21,8,8,0.000149655
22,8,8,0.000147475
23,8,8,0.000151774
24,8,8,0.000154065
25,8,8,0.000146205
26,8,8,0.000145538
27,8,8,0.000143094
28,8,8,0.000151106
29,8,8,0.000149179
30,8,8,0.000144724
31,8,8,0.000140787
32,8,8,0.000140378
33,8,8,0.000138886
34,8,8,0.000140555
35,8,8,0.000131798
36,8,8,0.000141822
37,8,8,0.000141304
38,8,8,0.000135741
39,8,8,0.000129577
40,8,8,0.0001253
41,8,8,0.000116963
42,8,8,0.000113685
43,8,8,0.000106516
44,8,8,0.000103765
45,8,8,0.000108884
46,8,8,0.000114849
47,8,8,0.000118719
48,8,8,0.000123402
49,8,8,0.000122862
50,8,8,0.000116278
51,8,8,0.000114634
52,8,8,0.000109965
53,8,8,0.000104122
54,8,8,0.000100009
55,8,8,9.58946e-05
56,8,8,9.62982e-05
57,8,8,9.57671e-05
58,8,8,9.52877e-05
59,8,8,9.39722e-05
60,8,8,9.55477e-05
61,8,8,9.52097e-05
62,8,8,9.70219e-05
63,8,8,9.71759e-05
64,8,8,9.71307e-05
65,8,8,0.000104432
66,8,8,0.000105386
67,8,8,0.000103818
68,8,8,0.000104505
69,8,8,0.00011133
70,8,8,0.000111923
71,8,8,0.000118576
72,8,8,0.000122466
73,8,8,0.00012863
74,8,8,0.000138117
75,8,8,0.000145689
76,8,8,0.000165872
77,8,8,0.000169586
78,8,8,0.000169373
79,8,8,0.000164076
80,8,8,0.000170036
81,8,8,0.000167501
82,8,8,0.000166476
83,8,8,0.000143298
84,8,8,0.000145162
85,8,8,0.000143829
86,8,8,0.000152341
87,8,8,0.000145242
88,8,8,0.000144978
89,8,8,0.000143768
90,8,8,0.000178806
91,8,8,0.000186874
92,8,8,0.000199275
93,8,8,0.000198211
94,8,8,0.000197392
95,8,8,0.000196336
96,8,8,0.000196408
97,8,8,0.000163838
98,8,8,0.000145328
99,8,8,0.000129254
0,16,8,0.00218784
1,16,8,0.002246
2,16,8,0.00144459
3,16,8,0.00146428
4,16,8,0.000176265
5,16,8,0.000211135
6,16,8,0.000230261
7,16,8,0.000246354
8,16,8,0.000147001
9,16,8,0.000139631
10,16,8,0.000140046
11,16,8,0.000148687
12,16,8,0.000141012
13,16,8,0.000140905
14,16,8,0.000153861
15,16,8,0.000170454
16,16,8,0.000165937
17,16,8,0.000168572
18,16,8,0.000193292
19,16,8,0.000187121
20,16,8,0.000180959
21,16,8,0.000182597
22,16,8,0.000187439
23,16,8,0.000186157
24,16,8,0.000175158
25,16,8,0.000141204
26,16,8,0.000134212
27,16,8,0.000128756
28,16,8,0.0001202
29,16,8,0.000113118
30,16,8,0.000112906
